,Gender,Age,Education Level,Preferred Subjects,Least preferred Subjects,Hours per week for school,Educational Level parent_1,Educational Level parent_2,CRT_points,Use AI school and freetime,Used AI,Frequency of use education,Frequency of use everyday life,Use of AI in freetime,Usefullness AI,Deal with AI,Understanding AI,Internet terms_Spyware,Internet terms_Cache,Internet terms_Advanced Search,Internet terms_PDF,Internet terms_Phishing,Internet terms_Wiki,True/False_1,True/False_2,True/False_3,True/False_4,True/False_5,True/False_6,Reliability AI,Concerns AI,Teachers preparing lessons,Teachers giving grades,Mates using AI,Allowance to use AI,Frequency use of AI_school,Most used subjects,Purposes to use AI,Reasons to use AI,Help of AI,True_False_Score,Internet_Understanding_Score,Internet Understanding (Grouped),gender_Keine Angabe,gender_Männlich,gender_Weiblich,privacy_Ich habe darüber noch nie nachgedacht.,privacy_Ja,privacy_Nein
121,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Biologie, Geschichte","Französisch, Physik",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,3,5,"ChatGPT,Gemini (Google),Microsoft Copilot",Oft,Oft,Private Fragen zu persönlichen Themen,Sehr nützlich,Eher gut,Eher wenig,Kein Verständnis,Kein Verständnis,Kein Verständnis,Völliges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,4,Nein,Finde ich gut,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Geografie, Biologie, Geschichte",Erklärungen,"Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",5.0,6,16,Mittelmässiges Verständnis,False,False,True,False,False,True
122,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Chemie, Geschichte","Deutsch, Physik",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,3,4,Gemini (Google),Manchmal,Nie,,Ziemlich nützlich,Sehr gut,Weder gut noch schlecht,Schlechtes Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Gutes Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,4,Ja,Neutral / Mir egal,Stört mich sehr,Oft,"Ja, für beides",Manchmal,"Biologie, Physik, Geschichte","Erklärungen,Grammatik / Rechtschreibung","Zeitersparnis,Bessere Erklärungen als von den Lehrern",3.0,6,19,Mittelmässiges Verständnis,False,False,True,False,True,False
123,Männlich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Zeichnen / Kunst, Sport, Handarbeit / Werken","Französisch, Biologie, Informatik",0-1 Stunde pro Woche,Berufsabschluss,Abschluss an einer Hochschule / Fachhochschule,3,5,ChatGPT,Sehr oft,Oft,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Eher gut,Weder gut noch schlecht,Schlechtes Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Falsch,Wahr,Falsch,Falsch,Wahr,Falsch,4,Ja,Neutral / Mir egal,Finde ich gut,Immer,"Ja, für beides",Häufig,"Mathematik, Englisch, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Lerntechniken / Tipps wie man lernt,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",5.0,5,19,Mittelmässiges Verständnis,False,True,False,False,True,False
124,Keine Angabe,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Informatik, Sport","Geografie, Geschichte, Religion und Kultur",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,2,5,"ChatGPT,Deep Seek,Microsoft Copilot",Sehr oft,Oft,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Sehr gut,Sehr gut,Völliges Verständnis,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Wahr,Falsch,Falsch,Falsch,Wahr,Wahr,5,Nein,Stört mich sehr,Stört mich sehr,Immer,"Ja, für beides",Immer,"Deutsch, Geografie, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,4,29,Völliges Verständnis,True,False,False,False,False,True
125,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Geschichte, Sport","Physik, Zeichnen / Kunst, Religion und Kultur",Mehr als 5 Stunden pro Woche,Berufsabschluss,Berufsabschluss,3,5,"ChatGPT,Gemini (Google)",Manchmal,Manchmal,Sport,Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Falsch,Ich weiss es nicht,Ich weiss es nicht,Ich weiss es nicht,4,Ich habe darüber noch nie nachgedacht.,Stört mich sehr,Stört mich sehr,Oft,"Ja, für beides",Manchmal,"Mathematik, Geschichte","Zusammenfassungen,Erklärungen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung",4.0,2,21,Gutes Verständnis,False,False,True,True,False,False
126,Weiblich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Französisch, Zeichnen / Kunst, Sport","Englisch, Biologie, Physik",2-5 Stunden pro Woche,Ich weiss es nicht,Abschluss an einer Hochschule / Fachhochschule,1,5,ChatGPT,Sehr oft,Selten,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Sehr gut,Weder gut noch schlecht,Kein Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Kein Verständnis,Schlechtes Verständnis,Falsch,Falsch,Falsch,Falsch,Ich verstehe die Frage nicht,Falsch,4,Ja,Finde ich sehr gut,Finde ich sehr gut,Immer,Nur wenn die Lehrperson es ausdrücklich erlaubt,Immer,,Erklärungen,"Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",5.0,5,17,Mittelmässiges Verständnis,False,False,True,False,True,False
127,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Informatik, Sport","Biologie, Geografie, Französisch",Mehr als 5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Obligatorische Schule,3,5,"ChatGPT,Deep Seek,Claude AI,GitHub Copilot",Oft,Oft,Private Fragen zu persönlichen Themen,Sehr nützlich,Eher gut,Weder gut noch schlecht,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,3,Ja,Neutral / Mir egal,Stört mich ein wenig,Immer,"Ja, für beides",Immer,"Englisch, Geschichte, Informatik","Zusammenfassungen,Schreiben von Texten,Grammatik / Rechtschreibung,Erstellung von Übungen","Zeitersparnis,Als Prüfungsvorbereitung",5.0,6,30,Völliges Verständnis,False,True,False,False,True,False
128,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Wirtschaft und Recht","Mathematik / Geometrie, Französisch, Zeichnen / Kunst",0-1 Stunde pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,0,2,ChatGPT,Selten,Nie,,Teils/teils,Eher schlecht,Weder gut noch schlecht,Mittelmässiges Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,2,Ja,Stört mich ein wenig,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Selten,"Englisch, Informatik","Grammatik / Rechtschreibung,Programmierung",Programmierung,4.0,6,19,Mittelmässiges Verständnis,False,False,True,False,True,False
129,Keine Angabe,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Deutsch, Wirtschaft und Recht","Französisch, Geografie",2-5 Stunden pro Woche,Berufsabschluss,Berufsabschluss,2,5,"ChatGPT,Gemini (Google)",Sehr oft,Selten,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag",Sehr nützlich,Sehr gut,Sehr gut,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Wahr,Falsch,Falsch,Falsch,Falsch,4,Nein,Neutral / Mir egal,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Mathematik, Französisch, Geografie","Erklärungen,Schreiben von Texten,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte",4.0,4,30,Völliges Verständnis,True,False,False,False,False,True
130,Männlich,19,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Physik, Informatik",Mathematik / Geometrie,2-5 Stunden pro Woche,Obligatorische Schule,Berufsabschluss,2,5,"ChatGPT,GitHub Copilot ",Manchmal,Oft,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Eher schlecht,Eher wenig,Gutes Verständnis,Gutes Verständnis,Schlechtes Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Falsch,Falsch,3,Ja,Finde ich gut,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Mathematik, Geografie","Erklärungen,Schreiben von Texten,Lerntechniken / Tipps wie man lernt","Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",2.0,3,23,Gutes Verständnis,False,True,False,False,True,False
131,Keine Angabe,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Chemie, Informatik","Französisch, Religion und Kultur",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Berufsabschluss,3,3,Duck.ai,Nie,Manchmal,"Programmierung,Verständnisfragen über Wissen im Alltag",Teils/teils,Sehr gut,Sehr gut,Mittelmässiges Verständnis,Völliges Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Wahr,3,Ja,Stört mich sehr,Stört mich sehr,Oft,"Ja, für beides",Nie,,,,,5,26,Völliges Verständnis,True,False,False,False,True,False
132,Männlich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Geschichte, Wirtschaft und Recht, Sport","Französisch, Chemie, Physik",0-1 Stunde pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,3,4,ChatGPT,Manchmal,Selten,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag",Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Gutes Verständnis,Mittelmässiges Verständnis,Schlechtes Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,4,Ja,Stört mich ein wenig,Stört mich sehr,Manchmal,Nur in der Schule,Manchmal,"Mathematik, Deutsch, Wirtschaft und Recht","Zusammenfassungen,Erklärungen,Schreiben von Texten,Grammatik / Rechtschreibung","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte",4.0,6,22,Gutes Verständnis,False,True,False,False,True,False
133,Männlich,19,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Geschichte, Wirtschaft und Recht, Sport","Mathematik / Geometrie, Zeichnen / Kunst",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,3,4,"ChatGPT,Gemini (Google),Microsoft Copilot",Manchmal,Manchmal,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Eher gut,Eher gut,Mittelmässiges Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,2,Nein,Neutral / Mir egal,Stört mich sehr,Oft,"Ja, für beides",Manchmal,"Französisch, Physik, Geschichte","Zusammenfassungen,Schreiben von Texten,Ideenfindung / Kreative Ideen","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,6,26,Völliges Verständnis,False,True,False,False,False,True
134,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Physik, Wirtschaft und Recht","Deutsch, Französisch",2-5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Matura,1,4,Perplexity,Manchmal,Selten,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag",Teils/teils,Weder gut noch schlecht,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Falsch,Ich weiss es nicht,Falsch,Ich weiss es nicht,Wahr,Falsch,3,Ja,Neutral / Mir egal,Stört mich ein wenig,Oft,"Ja, für beides",Manchmal,"Deutsch, Französisch, Geschichte","Zusammenfassungen,Erklärungen,Lerntechniken / Tipps wie man lernt","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,4,13,Schlechtes Verständnis,False,False,True,False,True,False
135,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Geschichte, Zeichnen / Kunst","Mathematik / Geometrie, Chemie, Physik",2-5 Stunden pro Woche,Ich weiss es nicht,Ich weiss es nicht,2,5,ChatGPT,Sehr oft,Oft,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Eher gut,Weder gut noch schlecht,Kein Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Schlechtes Verständnis,Völliges Verständnis,Falsch,Falsch,Wahr,Wahr,Ich weiss es nicht,Falsch,4,Nein,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Geografie, Chemie, Geschichte","Zusammenfassungen,Erklärungen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",3.0,3,20,Mittelmässiges Verständnis,False,False,True,False,False,True
136,Männlich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Informatik, Sport","Englisch, Biologie, Chemie",2-5 Stunden pro Woche,Berufsabschluss,Ich weiss es nicht,2,3,ChatGPT,Nie,Selten,Private Fragen zu persönlichen Themen,Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Mittelmässiges Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Kein Verständnis,Gutes Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Wahr,Ich weiss es nicht,4,Nein,Neutral / Mir egal,Stört mich ein wenig,Manchmal,Nur wenn die Lehrperson es ausdrücklich erlaubt,Selten,"Biologie, Geschichte","Zusammenfassungen,Erklärungen",Als Prüfungsvorbereitung,4.0,3,20,Mittelmässiges Verständnis,False,True,False,False,False,True
137,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Zeichnen / Kunst, Sport","Mathematik / Geometrie, Physik, Informatik",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,0,4,ChatGPT,Manchmal,Selten,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Ziemlich nützlich,Weder gut noch schlecht,Eher gut,Kein Verständnis,Kein Verständnis,Schlechtes Verständnis,Gutes Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Falsch,Falsch,Falsch,Falsch,Ich weiss es nicht,Falsch,4,Ja,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Manchmal,"Geografie, Chemie, Biologie","Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Vorbereiten von Vorträgen","Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,5,15,Schlechtes Verständnis,False,False,True,False,True,False
138,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Chemie, Geschichte","Mathematik / Geometrie, Physik, Informatik",2-5 Stunden pro Woche,Obligatorische Schule,Abschluss an einer Hochschule / Fachhochschule,2,4,ChatGPT,Manchmal,Manchmal,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Eher gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Gutes Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Wahr,Ich verstehe die Frage nicht,Ich weiss es nicht,3,Ja,Neutral / Mir egal,Stört mich sehr,Oft,"Ja, für beides",Manchmal,"Deutsch, Englisch, Physik","Zusammenfassungen,Erklärungen,Vorbereiten von Vorträgen","Zeitersparnis,weniger Stress,Bessere Erklärungen als von den Lehrern",3.0,3,18,Mittelmässiges Verständnis,False,False,True,False,True,False
139,Männlich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Biologie, Sport","Französisch, Geschichte",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Hochschule / Fachhochschule,3,4,ChatGPT,Oft,Selten,Ernährung,Ziemlich nützlich,Eher gut,Eher gut,Mittelmässiges Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Völliges Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Wahr,Ich weiss es nicht,Falsch,4,Ja,Finde ich gut,Stört mich ein wenig,Oft,"Ja, für beides",Häufig,"Französisch, Chemie","Erklärungen,Grammatik / Rechtschreibung",Bessere Erklärungen als von den Lehrern,4.0,4,23,Gutes Verständnis,False,True,False,False,True,False
140,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Physik, Geschichte, Wirtschaft und Recht","Deutsch, Französisch, Chemie",0-1 Stunde pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,2,4,"ChatGPT,Gemini (Google),Perplexity",Manchmal,Manchmal,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Eher gut,Eher wenig,Gutes Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,4,Ja,Neutral / Mir egal,Stört mich ein wenig,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Deutsch, Englisch","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Lerntechniken / Tipps wie man lernt,Vorbereiten von Vorträgen","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,6,24,Gutes Verständnis,False,True,False,False,True,False
141,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Sport, Geografie","Wirtschaft und Recht, Informatik, Zeichnen / Kunst",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Hochschule / Fachhochschule,3,5,"ChatGPT,Grok (Twitter)",Oft,Oft,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Weder gut noch schlecht,Eher wenig,Schlechtes Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Schlechtes Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Wahr,Wahr,Falsch,5,Nein,Neutral / Mir egal,Finde ich gut,Immer,"Ja, für beides",Häufig,"Mathematik, Chemie, Zeichnen / Kunst","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Lerntechniken / Tipps wie man lernt,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",3.0,5,15,Schlechtes Verständnis,False,True,False,False,False,True
142,Männlich,19,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Chemie, Physik","Englisch, Wirtschaft und Recht",0-1 Stunde pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,3,5,"ChatGPT,Deep Seek",Manchmal,Sehr oft,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Ziemlich nützlich,Sehr gut,Weder gut noch schlecht,Völliges Verständnis,Kein Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Kein Verständnis,Wahr,Ich weiss es nicht,Wahr,Falsch,Wahr,Falsch,4,Ja,Neutral / Mir egal,Neutral / Mir egal,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Immer,"Physik, Wirtschaft und Recht, Biologie","Zusammenfassungen,Erklärungen,Schreiben von Texten,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,3,18,Mittelmässiges Verständnis,False,True,False,False,True,False
143,Männlich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)",Informatik,"Mathematik / Geometrie, Französisch, Physik",2-5 Stunden pro Woche,Berufsabschluss,Berufsabschluss,2,5,"ChatGPT,Deep Seek",Sehr oft,Oft,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Sehr gut,Weder gut noch schlecht,Völliges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Falsch,Falsch,Falsch,4,Nein,Neutral / Mir egal,Stört mich ein wenig,Oft,"Ja, für beides",Häufig,"Mathematik, Französisch, Informatik","Zusammenfassungen,Erklärungen,Schreiben von Texten","Zeitersparnis,Bessere Erklärungen als von den Lehrern",5.0,5,28,Völliges Verständnis,False,True,False,False,False,True
144,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Informatik, Musik","Französisch, Physik, Zeichnen / Kunst",2-5 Stunden pro Woche,Obligatorische Schule,Abschluss an einer Universität / ETH,3,5,ChatGPT,Manchmal,Oft,Private Fragen zu persönlichen Themen,Sehr nützlich,Eher gut,Eher gut,Völliges Verständnis,Völliges Verständnis,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Wahr,Falsch,Falsch,4,Nein,Neutral / Mir egal,Stört mich ein wenig,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Mathematik, Geschichte, Informatik","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,Bessere Erklärungen als von den Lehrern",5.0,4,29,Völliges Verständnis,False,True,False,False,False,True
145,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Zeichnen / Kunst","Physik, Wirtschaft und Recht, Informatik",0-1 Stunde pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,3,2,ChatGPT,Selten,Nie,,Teils/teils,Eher gut,Eher gut,Kein Verständnis,Schlechtes Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,3,Nein,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Selten,Geschichte,Vorbereiten von Vorträgen,Erklärungen,3.0,6,15,Schlechtes Verständnis,False,False,True,False,False,True
146,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Biologie, Geschichte, Wirtschaft und Recht","Mathematik / Geometrie, Chemie",2-5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss eines Doktorat / Professur,2,4,"ChatGPT,Microsoft Copilot,My AI (Snapchat)",Manchmal,Selten,Verständnisfragen über Wissen im Alltag,Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Schlechtes Verständnis,Kein Verständnis,Schlechtes Verständnis,Gutes Verständnis,Kein Verständnis,Gutes Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Wahr,Falsch,4,Ja,Finde ich gut,Stört mich sehr,Oft,"Ja, für beides",Manchmal,"Geografie, Chemie, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,5,14,Schlechtes Verständnis,False,True,False,False,True,False
147,Weiblich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Wirtschaft und Recht, Kochen","Französisch, Geografie, Geschichte",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Abschluss an einer Hochschule / Fachhochschule,1,4,ChatGPT,Oft,Selten,Verständnisfragen über Wissen im Alltag,Teils/teils,Eher gut,Weder gut noch schlecht,Gutes Verständnis,Kein Verständnis,Schlechtes Verständnis,Völliges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,2,Nein,Neutral / Mir egal,Neutral / Mir egal,Immer,"Ja, für beides",Häufig,"Geschichte, Englisch, Deutsch","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",3.0,6,20,Mittelmässiges Verständnis,False,False,True,False,False,True
148,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Deutsch, Englisch, Geschichte","Mathematik / Geometrie, Chemie, Physik",Mehr als 5 Stunden pro Woche,Berufsabschluss,Berufsabschluss,1,5,"ChatGPT,Microsoft Copilot",Oft,Manchmal,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Weder gut noch schlecht,Gar nicht,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Gutes Verständnis,Schlechtes Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,2,Ja,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Geografie, Geschichte, Physik","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen","Zeitersparnis,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte",3.0,6,20,Mittelmässiges Verständnis,False,False,True,False,True,False
149,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Musik, Geschichte, Mathematik / Geometrie","Englisch, Chemie, Physik",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss eines Doktorat / Professur,0,4,ChatGPT,Selten,Oft,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Teils/teils,Eher gut,Gar nicht,Kein Verständnis,Kein Verständnis,Kein Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Kein Verständnis,Falsch,Falsch,Falsch,Ich weiss es nicht,Wahr,Falsch,2,Nein,Neutral / Mir egal,Stört mich ein wenig,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Selten,"Physik, Geschichte, Chemie","Zusammenfassungen,Erklärungen,Lerntechniken / Tipps wie man lernt",Als Prüfungsvorbereitung,2.0,5,11,Schlechtes Verständnis,False,True,False,False,False,True
